tier,summonerId,summonerName,leaguePoints,wins,losses,veteran,inactive,freshBlood,hotStreak,accountId,nChamps
GRANDMASTER,TK-MDtEoHoN3c5HkpSpMtwQUjmNsKQJ9VL-mcS7LYr4zxPOk3mNl6AQ6RA,누구세요3,317,252,222,False,False,False,False,Z2PS5MoydgYXFcnkPto_-DHyTp_rNy7w_ya-qf346SksBC_Kzs5qqB6W,8
GRANDMASTER,3jJgSr550z_1-kVucgCvZMEAfYbe_akUIYZ_RNIPbDlgZYIR,Fiora,296,531,501,False,False,True,True,aDBN4hXklf870HP1DCLal000OQdRXx0xo8KZB-8do13sPMqHm9rqAOjN,7
GRANDMASTER,G3iJpjQ_fTOBJyC6a6mwP7JZZBd9VTtxU3r8UQ4r4E9MwSM,클린아이디,610,260,190,False,False,True,False,VYWKJwy7yWFL-3tRbHrxgg910R0_OvUc5k54AbWGwQ7C7kN7rqE6BMYk,11
GRANDMASTER,tzkw8iMQlTAvIuLVW_qMmsrPC5MqyD3ozOlD_hI13cu8UR8,KUAM,509,296,240,True,False,False,False,ZBY8ulaj1uh_alH_GmEPMBwnPX3PrkvnkXnqdJFX0sRFoSg,9
GRANDMASTER,tNyoXV1n1raYuvgMhWcYwGeGvVUr-429kqY0iuZ3dOfwYfI,이렐아칼리,592,181,140,False,False,True,False,cqgn6-KIgtNE15g9Dx-HSfBHLphV4HwUxA78JKgR-m92wemlD0pOtCKB,2
GRANDMASTER,x_G66KVHAEZRE9sbUzyVIuZ56rsfvtZ83I3VTpstUubKZtU,Shadow hh,376,272,252,False,False,False,False,tVtOWfKju7O0dq7OX-HANmCZi47lrsiGvrjbOcW_SxblVCJ26RAsZ7_d,9
GRANDMASTER,LiD49EXENUk0Btj-wDWBZ6CrCi4Ian-o2Ql4KmoIsti6xq9e2f-8z_vD_A,kai xin chao ren,624,301,259,True,False,False,True,xAW1mnD72h8vSOtap51pr_iK1kL6iAA8sBJiLRWhSv2eKI6roMubPN7E,9
GRANDMASTER,k_5p6mi0ADz8jhSO7z3Q5sN2u74ezLFo_Q5R-AvSemZbxkg,erste Iiebe,554,193,149,True,False,False,False,xshWG_d1mWiryZKmkt2cIuXG4brGq2uTh3YG-NH259T4p8KgDpmbT-Xp,8
GRANDMASTER,Wiok5tEg-h96OC3UPypuaX4aOFQ132HPE3HuR90sZfPn64Y,wj1212,483,213,184,False,False,True,True,TA2t6pUJfpir3YpleAJe8K03YheAevoeyt-naJdB1JVHzXOQP9AmlW9n,9
GRANDMASTER,lxDQ1ZK12d0rCJEVpf6tbU9nGzxDNbmTDvmfQRg62V4KWA,솔킬따면갱와줘요,309,107,77,False,False,True,False,UXbRore_LKzEKv1bo3Z3uH0InQUNishS43zyWt-761d_,5
GRANDMASTER,-XpfDv9ZUtmnNNhfprK_OCeKTSjMG-up1dm0OpamzGYUw-k,불만있음다표출해,364,245,207,True,False,False,False,n6VKnYAx7JqNrhMiNaCyRcZX6HIhYRDE7_oVz6GDTqFQmqY,6
GRANDMASTER,1ruC44q-Bki2pOvNb9UHkB8mJtxsczHcuN_WnX7ofOJXhcM,T1 Asper,296,80,62,False,False,False,False,RQv6GSrhKLZhy2hC_pyclUI24Z0Dq__JKDm_KZBOQFQ5Eypl8tD6sTOp,12
GRANDMASTER,AhMkUXHmHk85_EfaU3T9I4Bn0ahcBApPhNyEGBGmMpG4Fhc,Witch,474,124,103,False,False,False,False,7CIzq9e4zrcGewUf5TDZXaSoEwz5B2TJ0A4R1f39bcefEto,2
GRANDMASTER,Z4lWtNuDTcABvYGvffJOm2S9HrKEzn371IEOS-RHx5jDq3E,Gaojianguo,279,435,421,False,False,True,False,yybd8HLVPf2gizwq01gSUwbA88S0bEnbtl35L9doNPIfXRbHcTOB79qc,8
GRANDMASTER,hdYySAEMtiA7ZjdlTciljRHHiTqs6Yia1kAxvquNB05webJv,신 겸,313,196,170,False,False,False,True,G_NOYucyrteAVRYnwRHI2YxiA35p662XCd-MoirCJREwyi6GipFtLwJJ,10
GRANDMASTER,Wl88NPpCMvZYqKNSpmfEODvdL183i3V59qLHzUo_Oa6mamFOGN_qLDVK_g,zhou yang bo,589,329,274,False,False,True,False,6fy8LZqtMGFSk2mnzdv75Ux_oOv8zZLiWrOhLaEyYODGDOefrRHO3ypy,9
GRANDMASTER,45PNtHJDTBA1LtCIeuZ_1s9WVOUZqEwxdEvZxFQG4OyL_E0,SPG LeeBoom,507,300,265,True,False,False,True,E4QlU3E-KVs33kufNV4b3-t4FOkPnBoAYOxsr9aYTd1xmik,5
GRANDMASTER,2Lb_FzVgUoWTuUoYSDhM1QN_Xib8iD4w5WCWU_K3Cnn5sQ,으 화나썽,585,289,247,True,False,False,True,HKIWAlUE5NSjos88OB9L1yvFNbsk9RGFiFuTkW40-7E,2
GRANDMASTER,raymeQqTbqWepPZCeW_cfggU1BImgI_vsJo6tdmvM8XBoYyY3vBus8wNuw,3k 2c ez win,529,232,193,True,False,False,False,8BpBkGwKMXFIksIza9-MBXzUS6xJkdCAKvI0Weh9d2XmJo8jQe-TZZxe,8
GRANDMASTER,6Wmn9Dti9VA1vVxn55gC3w5secS0d47-Fs6ThREGqkpUVRY,Mercieun,296,197,165,False,False,False,True,UgoskCbcDMkGtDPgLBLCgC6TVmkOKVIzZGuJRBaUwPwzCo4,5
GRANDMASTER,61HEy3zkiFvHdmuY-D_2I-eIQ2ZO5LRb3UXjoryeVrXp55I,i am Decade,434,449,412,True,False,False,False,j_52cs3opTfR4omDUHnWdCPUSVz4RqHLKfXD20gK8sq0E-2dBmNasBRQ,10
GRANDMASTER,cBNGwL8r4HiAwxcgNsz64CNacDwE8OKzZFH_tBJHd19-p0VysqDpRPn3_g,김밥국밥볶음밥,485,536,512,True,False,False,True,UUaEoyNpsE972KXWsTeyyxzObGRf03G1XdNWtz0Bf0W9pDdPreHSf97o,7
GRANDMASTER,t93LL2ou9rLZ-ybXz02rdOZLVXZ4u2S27QKJAHVjJ3Ivm7f4zeJ12wkyJg,L1f,601,286,230,False,False,True,True,LwITmu0szcwulbNI2Kful-4NLjHrJabUFjpPPUv1h3NMftE6vHDCYIE1,6
GRANDMASTER,V9SctAiyHgr0dZBfKOD_EiFPw5_OurP-OHY7lPZhUIj2tSPTr6QZSsFB0A,zhuwhy,277,179,135,True,False,False,True,TX7gX6ROu9FAH2EUHoYGkshRrQX6F9_JuXs3-7Sz2gQ7pkmkpmNovmc0,10
GRANDMASTER,ktfsclCb2tx4lKrLOpnfNd0TOB9chL6yhaHludJIuqfwi2w,BRO T S,325,537,527,False,False,False,False,tW57PH-WBHgcpmezR0AvGRMX2jWSFuECB76HKmHAq2xKQem7RLzFO_XG,10
GRANDMASTER,LFBf_TM63Hb4IdscG_C2WsgWgglQxKfHME2ROs-dNh9iLwrXUMGqUBwsQg,zhongdan damo,611,276,222,False,False,True,False,saUhBhu-XWVQtSAp8rdqIRMRm0helzIIgirGgDF7Nea5TvSzh-_c7M-S,13
GRANDMASTER,0Iu_2bMsZPmSqCxr7GzvMt1gu_dLGXe6tRGBiWKnRP-uTZM,AF KronG,381,414,396,True,False,False,False,T4xETNpLu0_LZAQPLGSjzNlJlEDtxPl0aWnrjv7xNbIiECM,12
GRANDMASTER,Z6V-cVxxR-KSH16GHVUS2GZVzVWKB8SN9ngQispyk6mTrdDrQT8axy7J5Q,Azhi OuO,485,264,233,False,False,False,False,ZSWto_TwWcGw4hPFGbbbYp0AkRgYJ7yKt4o4HjCdEFQoGXPl4HtKG9Sc,9
GRANDMASTER,Y1xlEEHigxS4WBL5DGOMoFO6rmZqBUg6UtF0MTamU5GHog0,왕왕별,303,179,113,False,False,False,True,dPmO76HZzolviR5AdzVvJ3e3lUT6jPIGjAegq65IDQHOv4c,3
GRANDMASTER,Jlq_VgOwTMyv9N4SzEkrs_tYWagUsXjT68Qkk8or2HtoTw,착하게살기 1일차,281,104,79,False,False,False,False,riTV-_a7v6ntJos0OiPG1RNwwhacKsG4BnTfE-LyZdTT,4
GRANDMASTER,X6MkgX7ODWmRepHaUih8nEx56L4nwSemYNbVz7ijOwqZjrI6uFcUVFvjgQ,No in Iove,378,198,161,True,False,False,False,gsVlgHNdAApJY4xWGwDP8ewZ8wBJjQx0CtIxusivPjyapQ8YSmCg0wt8,6
GRANDMASTER,KTIhvM2FdXyPcBeQ_rhOoQicQiMx8jb_4Euj4askSNHgDfc,률 qiang,479,176,134,True,False,False,True,YBPExiKBUGuNuel5ghFLCir7D2tBWNdwVWV3aZko68mcIpu_XRbKEVZL,5
GRANDMASTER,GF8FmXkSXDCu77ge_XH9OFYnQizxXED7U3Y5g2olci2bmeA,Higher elevation,325,677,655,True,False,True,False,9-eQt0ChgbbKz2m_gt8Kon7BuzSZXkfCspATg_4G78qWrSl6ICbC-sMB,7
GRANDMASTER,MXlKljnuntjJhzkAfnVbvMvbzZ2VnZ6nXPcjqzGdhqseuMM,MWMWMMWMWWWWMMWM,389,57,32,False,False,False,False,gORoIMQDm2WVOe5Tm-j2v4prwQRMHs9d6nIT1fIaik_W2j1zZMa5tAtj,2
GRANDMASTER,9MIXwTInieEEmSWFFBS17F5EizlN3nn24xjQdm255AMnN6A,레벨업코치 기범,591,304,274,False,False,True,False,2kS-HQRTJ3CLFTCQeZAAT1G4CuIU7Bwqel9XiyjTdlItqcjjQLRGEUW0,9
GRANDMASTER,brrnMa2WzRcGa4GtS7CEdkDKtakWRxb1YfTDxgWNNsZ6-doklUjOjbD5rg,처음부터다시하다,294,233,185,False,False,True,False,ifMqpTk6mzAfa_nLzxLoW-Snl9-SiEAsdrASBaD6PiUMqmuC0BOjwEtO,9
GRANDMASTER,tXkEb4C9gmXkIc9BfIxN1lyyD8EQ5bz-swq6_1okMFu4k0M,ONEDlRECTION,270,329,304,False,False,True,False,AtIQPuiPRid9QEGI-HPrAiu7UJ58Z0B02CoYcjAUqGo386o,3
GRANDMASTER,vIo10PgcbMVXejAXnI-pBChwVBGNGl-evrgzXKW5lhJtgA,StephanFelix2,314,472,452,False,False,True,False,ZYj0NPKcZB47DHXbOqNI8Grlc4w7noMAebFewQudmavA,10
GRANDMASTER,hpS65B4wYO1VOJFcaaMtej5QTj4aXOA55TH8twui3RXWNU6pPO3iUel58g,jujuboy,345,107,68,False,False,False,False,GPmqstEH3T9Th_kF2ly-8o8yijus4HFSWS9nulBfPJVjFPmqfoaC6HN_,7
GRANDMASTER,OejzfyDVIWXIDzRCsCUxxVIyXCDSft5INfHJch6pzogg8k0,조광희1,462,74,37,False,False,False,False,tnJnopQB0j6LYKJBGZaR-ke2J-9pVSrJdfZpQOslZv7Xz7M,1
GRANDMASTER,me1oDjz2z2_QSPlyiBD8CIJ2k2zXdSKh7-nYZOSO8W6k640,T1 Canna,607,297,248,False,False,False,False,HdEW7N3NEKhX4ZhNyM0oFqqJiT_GTQgPnLssk5ubZy_35jxLuXbTVVnc,8
GRANDMASTER,9ougcfAy_-Qr31rN2fcAdriWmtBHUnYyZfX11_YJNM4Ow-cc,BRO Xooos,289,387,370,False,False,True,False,qJ38U0TCrKSKfSTBA1zSf8_F_wkHhmQHk7Dg852C8iCR1UmUgemajKIb,8
GRANDMASTER,Ak_Wcetc_JuyGUvzcZuMBAMIwm2a9wlDQ_mTI1dCNovez5I,LunaLina,407,477,451,True,False,False,False,EHwhCdo_icEfb9NAY4BlSz2uewyWk0gJvAQfFpi9czngQTgg0Qq4wxJq,1
GRANDMASTER,grInGtz76GxXI_ezfyzxOy5iUZgqyiWd3a4DWHDpTtN9IZk,Deadly,260,283,257,False,False,True,False,nl0Dyw6doAKDetc7ddanG3wx_0dlYZHSlqO0EeryIXgC95lGzfS8_EvH,2
GRANDMASTER,YcrPZ_zNlkArX034PhCFXT3oK7A3nFRXvloBegUuubmGaQUhLiUIaF5heQ,데굴데굴헤롱헤롱,375,75,37,False,False,True,False,WR_ceGTVp6gV49vDqR-RXpRi5_wkgtA4mo0Ov8jBr0wILHuCGRUUr9GF,5
GRANDMASTER,o2ts5cJvHu89aXrF0swNEa7QkosUq0BkYtANzMBr_1md81Y,KT VicLa,276,224,209,False,False,True,False,1oj2yKUcvIr6XGoRb-YR_7gyi1-lkWyVCz6x1hwzVe0mBS_NPG0NmynM,8
GRANDMASTER,0OxWv8tl7GI8HvsXcWqAbfWZS7yE_25N2OXcNyAGFKm7TCo49hu8aKybyA,yxctlks,281,191,156,False,False,False,False,Fnla_gzul_xREf8yiwCLxebL_IYUADXln7OALwMhbuQ9UJimMvVbPN_R,5
GRANDMASTER,XFrTWC2bgRhkObMc1dO4J2FlcNtVtZU7W0wQux72WY-mmub-GjCIqGMDIw,sehcaep,562,86,58,False,False,True,False,jGscLCXtUMGIp0DjtpWRklDJAzgjpQH9lJAIwxU-gc0yLFZ5rANbWrEG,6
GRANDMASTER,VmQx0Zt9ItpzhyCpTMtEjLo6wFx2OQianldxzFZas9D6BUXjRYYmGi1Akw,xiaopiha1,492,134,84,False,False,True,True,gFQrOsbaeKEX-oBowTLDxwEsnWOFJ9wSP9fFUvDkQfvVPSO8Hs71hJNy,7
GRANDMASTER,sZkQDVhIhGiFOuUzGd8jb5E7WH2BDKws7UI1vZk2B8Uxem0,UijU,416,490,482,True,False,False,False,Yaz3p_igdMnBRXPCP3ufTKR2sTe_RlBajPB3Ivp4zFjmEA9HlSgc6IDM,10
GRANDMASTER,NQIIadDv-HCV_tc2KbpzA4jK6Mop8iYB3t4jprr61XQCtsg,하늘과 바람의 왕,366,244,185,False,False,False,False,U3yEDkSgkRmLfzd8_nKx5WNI5s-azSxeg2yttaoJ0JH-gC831eidFGjJ,4
GRANDMASTER,LwWGPqKIf2o4gN_9i7f4_TT8OfHcXugjnODwcBo63TN5Sb4,젠지 영재,431,255,239,False,False,False,False,E9T706FyQ4GQge4kLA3QMHICWUaZz0GP8IGjC4YCG98Ndfm8y79G9jfB,7
GRANDMASTER,iYK8CSf-2-32hYwk5JXpSELLBcs-_U8h3t9qhKGxDKCTfGKU,medieyoucarry1,578,174,147,False,False,True,False,MjixQMVSw4Q7FPXCgUPfbONiMSxRTDE87SdshFJXhMRrBsIdnwM1nFmX,12
GRANDMASTER,Zu5IWDhij3OK_cS85WBn-ybhaMH3r6KQZThVnDVTdjni6aWC,늙은 천재,590,601,568,False,False,True,False,IN5IPg5CdKOwRjhuV6sTAUM_XZH2KpAEfvQ_HxwIcwDbP5poMLiYfgI1,4
GRANDMASTER,xkTskGZML7lqFMc8-NHL4MNookiqZDZnl4TdITxu3eXfEHA,SUPER MlD,398,162,128,False,False,False,True,gSfp-YP2FtU17PNsGtO061SPr1ffyIGL3hyltfD1tvAHRps,10
GRANDMASTER,r2-5w8cGgC8Dvg3CQAYwFUg90VkCFhZjq3QTtfm43fv_A0s,o우서우서o,241,203,174,False,False,True,False,ZRUAs6Wm56-Av1UaxT4gAj4_WGMU8wdklz8Omy5MjwQx2FU,7
GRANDMASTER,2okE_aQw06y0m2OKgfAsrjJRoo-jjlakWOQnT2hxTH87U5M,gasagao,596,409,368,False,False,True,False,3bKc9PSm6VBr3scfqQ_LGAcqJV3G0qFH-I_JYyCVUDB5YsMxdxT4VERU,9
GRANDMASTER,5ZbTrNoD_zg_rvxaRFbrut8iRRNgRWLnv4y0OhegKWuzRc8,송제우,438,518,500,False,False,False,True,TVYoIS2MzYbyrt24Mh-WMK8L4supQZr3X-Zu_BXkUs7tGPw,8
GRANDMASTER,zQWcxqzNzAQyX55PhSjdhWc3aeelt7ITzPwy5aW9aWDU7CI,쇼메이커큐돌려,406,148,127,True,False,False,False,4n1uFV5pPiaLNvO2JXnBSOoM9ID_aYBoHFm9WuPBkQYZ5mC1v02yDnT6,15
GRANDMASTER,evaj-6y8ExsvAQkNyjrCPrDru1PFJnCwIsu7sgIrrdoz2A,캬랴멜,438,237,225,False,False,False,False,tIbptndgmy2QHDJLjYKGv3MZ3nBhxjOuCFh8bGXp-61h,6
GRANDMASTER,CIUdARzFI-s5D406KtagFmb_32Acw47o21G8NoW8RwcrQvTKTbYhemqIvQ,내일부터 이긴다,258,85,57,False,False,True,True,W23lw3PgKdojHtPSFkl17_cCQ_sZpzf02rSdcVEadolrsirPuZX19Tjb,5
GRANDMASTER,DKATUS2S1ZoP0yOsrBM205VmfG-SJNFp3xvsMOFbBUtldBs,온 닐,269,192,173,False,False,False,False,NJlY3n-jlRwmDKRi5fBRiXxg120TtVqynhbZNmh5VrawGVc,7
GRANDMASTER,rQtGfOJ8O1hmOEWRV9TL0LQXdiCGIK9t1CG3eUqFxvsBrrDvy_AqKGShkA,i want  give up,393,312,284,False,False,False,False,42rD1xBfPKEG0Akn2eVSdJles5oIUG9F1o0bec56Bp42iSfyWwDiv1yr,8
GRANDMASTER,inkOB8CiRiogPmXnzOL5AxCFGGaMXMWDCZ74L60eDNZd4vzwP9yFCtNRww,zaijianwanan,331,231,196,False,False,True,False,ZbxpJO_JD3wSrFzra6CX0ypggZHGCuiaPFaRFf0SowNWPyEzDeEpGJVT,9
GRANDMASTER,ldViU03eznBwOXvapxX1frbbIWQx9zeeQng4PykyApulPgY,DFM GAENG,282,285,253,False,False,True,False,VbyqBPnv6eLJbVppsnoIYPwAo4xbqjzPdE4Fl57R8KEU0Ho,8
GRANDMASTER,mSLRKTTp82sJvRzo5PAa00FL3iBZeU8IaoRKZxwaXWScOv0,holy tw,286,244,213,False,False,True,True,xgA_tc7pK3KnipR_CmAzbKNNlEQL-DECX_EH4pl7ceHf,1
GRANDMASTER,7_FFxgAAPzlc6Krc74TcXDD77B8yb_VWB8sAq__A5b9Qiiw,안산시 밥버러지,390,117,91,False,False,False,False,R3IhIX1C5uIt9n0w5Ok_8_g0zQv2HCv2AVvgE3vj__KTsyU,10
GRANDMASTER,kgIaaWsFWnaBkIyjAoap-94P9W9bNhXrhhf3wyb3xmH7NWDl,두살만어리고싶다,416,894,870,False,False,True,False,XCl-Rx_c5a3FLjPN2IxT-ZpUvon0EB71HCrh8iW_EDC1s4zRiVwnnsX_,10
GRANDMASTER,Mw0j0fUH6e6nL_9q90Sz-_xX3cXpy9XP7Fc-wjf7ZMUeOoc,크으으으으앙,307,216,193,False,False,False,False,Ml89JtvTZb4ftL5RkHdcViB56AZjKyEee_EcNeU5a3oi4U8,15
GRANDMASTER,sF4mukOapLTpGkr4JY64t9KoCofRvewwaNKp8xPnWNn6Nas,HIDE ON 페이커,334,203,167,False,False,True,True,adhhgfAPYVQaxClD2nFMMlGn3gPH2ICDys9hCis6PBsmFSxbifRYUARE,8
GRANDMASTER,xhQABSowMVEMQ01tthEQQsIItlo0gQzknY7qQmNDOvJxE8g,예쁘게 말해줘여,295,158,138,False,False,False,False,AnKC0bveFXEotni5lIU8DX4K0t-FQawGTCYxMDbjqeD5NSSmVMlNniit,6
GRANDMASTER,VavKXCf5eYiPLu44gcKWn4Cx_-XowBkxp8_Hpz9ePbqs9LRtqtTPQIM2iA,wybaby,536,176,132,False,False,True,False,9ZDAFBwXP_79ZSzRBa7kP0w3Vq4q2Ht4hjASYiACMtzcQlMdiHKU3p8y,5
GRANDMASTER,u8uoOqDcswhM5yBgw-yoKA6tDCaF1oP4jdaYSzitrVA4KW0,핏빛 계약,289,264,238,False,False,True,False,qRMMLmVO89QVmTKhbWkvEZSy2H71Ie6SbnW5aQQxjRRwpRk,1
GRANDMASTER,wQr83Iuv0u_59yUiQ8XOp-M4PMRN_Fw6HLQP-flKtIQiJA,잘치는도구,469,283,245,False,False,False,False,hkscOCjDXkl3j8ZfjJmqjzlwf5zD7nQGlhpjFYVHwA1s,3
GRANDMASTER,QwOqrbqbRMdeYNzYgOZ46VCmsonywfSQ8lCbrAY-dpfOZA,므라기,454,131,104,False,False,False,False,JQC0CtKCjCr6DwWCdpVkHXIGMJDwWPLQY-7caqSvZghA,7
GRANDMASTER,MRV2Fktao5uLVcipqoSRzz1A0_JiVCpAVZet7uwN2I6OrFA,DDZ 다시한번n1l,329,107,70,False,False,True,True,eobxLxXkt22ImQJRPaT5aTMtPfCSnpShwn8Dnlfe2WQT58wEZZzcX3e4,2
GRANDMASTER,dzK5fbj-CVYSlJ9MzJutPdbkVYBkEEXRzE5JwyFThPzzt4E,규 보 리,319,223,193,False,False,True,False,DbOHU_QVsmBbSB2Sq13y4yVbo62Er3pe_DuwFsoxKqmaVzM,1
GRANDMASTER,0Bx5iIZWJQ7J4b_Wgs5i6x_U2cdrES-Zt41tEDMxp3CXdkA,ACL Gyosoo,233,169,149,False,False,False,False,DLc1kJF4qnh3qytSce77URjU2oRGXypYI96jOWj8I5Eqj6bK6zmqBOJ5,8
GRANDMASTER,5m9RYdqO11ScsAyNYpsH7BDkiY8cJdHrSmfeyXF19I2oDPQ,너에게다가갈게,297,308,269,True,False,False,False,IrtY7LSfjBg6lG8ZSL5ED9P5e5Jvb-F3O2EyH8h-7pc7ZSn1FheMz-Yw,11
GRANDMASTER,NzOkjAhjW7lqKD6hRUynggpevAxoRsadgGlUxQ9I2DWiSR9R,KOREA SWEET MAN ,187,198,186,False,False,False,False,hXUuNf3_vLisPEBiTJqIsa3UyXDsb2CzZmgRMMRXa1I1E8j4-_r1BgcT,11
GRANDMASTER,QTA0XWG5gBTn5e9cBYiHPI3AtlRu4GAsjESGRFQv1Kofkrqe9AgFAPabgQ,어린 천재,488,170,133,False,False,False,False,60omOWkKyXDHpWwcHvmpf44FNSCmvhBlBkewzzUr75NXWArOvVEwWxPA,7
GRANDMASTER,bLTPwfiPQzxiSnFS_lnKP8AbexzQgTJuocLPaZxu5CZmWOKnOpblnED6xQ,chovy19,293,98,51,False,False,True,False,L_qntMmhXbPjeqrva2zY5WahdArsuxxgJeifUBmK_g0NSQp5j3msYkAg,5
GRANDMASTER,SOEPJn_SuuqsTx5zr03RxXbYnSRJ-qQs3T79tTojN3eQtt8,Zaovvunongren,637,114,88,False,False,True,False,IPE9v1zK5sUIy65G8dKasRkYFMxyqCXqGooy-iA5XxJkLyY,6
GRANDMASTER,xdeRQZfsa4FFB4Lkkt1tVusFDB7LaMlyLebY-M-VkMYeutU,111111111112,447,411,387,True,False,False,False,zP-lUh3ZpYhnOH65fTRjYqcpH5ILKYnYmCz41W9oCmIJDieXRj7BCYHa,10
GRANDMASTER,Q9ub4lDBQPH4VlWjUy35RaLLuaabf-ZnjjA3vlykb4EiNtwc,그리운 김승호,384,114,93,True,False,False,False,iqpYKcjxPq0bRg3mUmaAaqKWgbT0R-ekbJFV7grlqMWCZjChXctON0O2,13
GRANDMASTER,esC07pkvYcF_ykYT8DHfoLUSJ2ez6UZztgc9m6a4vq7_oaVw,피할 수 없는,526,200,183,False,False,False,True,UypLoyYcVrRGaGFZcPq0mN_lWIHixpBvRslNkMQYwDeKMMtwx09r76VP,7
GRANDMASTER,uieXayRyFoJwWvj2-V9fe4u3nues0NzS_EktuHL_bmix2nqf,Fox B Mg,324,524,497,True,False,False,False,rJdrI-MGwq3aefIbdvO3kzM63zpb5WbeuLNpOOebzXuwyIcmpb7Fd3zx,9
GRANDMASTER,23Lq3B8GfDXcQ7w5qYZgpcjLxIuxFlD12kCiDBGIMShbxDQo,Qy0,539,61,41,False,False,False,False,Gk0u84Mqc4GzU4iMSxtx4_JwSFTM5ZlXPbrc-uYiyXSy3I8AAK1SuK-y,9
GRANDMASTER,wYKxsC6gwYhy6_b2mZ6LRwlojPD_SZ6unMjiL3AGv93C64o,BJ서준석사생팬,428,210,189,False,False,False,False,V76q1AyC-snlqt-Apq77v5UWons6PuCSWhV8vj_-Zp9s9Ys,3
GRANDMASTER,O1B-uiwxJzGSM467y-MQXp7krb3-Z2sWGCwMj_9ZwzEH8ii7jdGpBXViYg,0306 306,562,234,174,False,False,True,True,XrCWxBU1LlR7oZz4ggQkJ6QOHKDhGVUPOuAQ2vGJ7TtD4Vsj6xWb53vU,5
GRANDMASTER,V6IkDTxJxu8_OWiozSOwdj7h1z9PxqDxQZbTKS5RBQtpj2s,볼붕이1,422,352,338,False,False,False,False,5vd49AFZUno28KC0jolNi8bgdPgIg-LoQ7x3-JysSndqVNCsWLVoGWjG,10
GRANDMASTER,2IrvKJ4yC9VT6_buCrGbXyyo_CfRXeFdnwU0kx2gWALzS78,wWawa,432,517,501,False,False,True,False,2_EGOtLKMVP5-UP6yUlAQWGf-dR5VkI8Ir1CIIS4_5lhru3WhtBIWn4-,1
GRANDMASTER,WZY38AmZLue9erCXLfwtf1cMfMRlMVnJjREb0G9u5RN-4XA,홍콩반점매니아,328,147,114,False,False,True,False,qVmNT3GGJZHCCqBvIh0lB7gSduVW5qjsQmYd6bxAr90G78Q,5
GRANDMASTER,tyWonhKprCoklYMNfzZocM4RxcAg8idCzmOclWWDDWoj3pVFU2kivpiksw,LikY1225,267,581,535,False,False,True,True,pghYEMrt8Efw864LDoxmLlQT6Pucq_LzgJ85e2wVHr0oadgTj_XukW2o,7
GRANDMASTER,1guZdGwnIlukGSTdlpIpi-2YeHVTuEHBX1PGNy6tAEU3QHef_Y7-XQhetw,Skinny Brown7,430,206,149,True,False,False,True,H7Sw_815eIXxiOYe6-xiTyYu-6UcyD29uCPNBFBrxASM_IgIHMxZkr_R,9
GRANDMASTER,ofJzgQ-ZvyyRqK3v7YsOPAqZlqo-Y7Mf121bAc9GyO3kQKQ,악마 빙의자,331,599,564,False,False,False,False,dbH6oDe94_Bhm2Sl_tsSFhYZK_ytcdhGxmbpVE8hEP-TGE8,11
GRANDMASTER,45IKf67krXo1RokI6fhysNSkG85NqfXG5cZGy9JUgp_Azs-JAyczy9_T7A,happy ganne2,402,241,202,False,False,True,True,wBM--bmiRUq_WSgFbMm2D9Ju8T3GldluXQZPysQGQTZZzjeZFf7xIRuH,4
GRANDMASTER,i03FUMI-66WRREkw6D-ajkWgJuhLNGoK0crtMIqx4sGjJ7eDjhJ_co0QTQ,마지막희망11    ,359,253,199,True,False,False,False,dxASG0eZte8l1FyTVoYba4KGNW1ArY6rRFO74FRAR6FPQQVke__Tns45,4
GRANDMASTER,qfBODDoTi8rHuwLiHzOUWXkXZStQw9L-YJiTtTtW7UBtgw,Be Changed,245,53,35,False,False,True,False,2UKIfGpUEh4iXLkBofy7qDIDSqeiZ1SDzuvpFJqi3PW7,12
GRANDMASTER,N1yeJ1f0S-_HcjC5707ykdPgLW6TdarjT_Yu_CHUXC_J85Z0oCsBRdGsBA,ha0yunba0bei,557,309,266,False,False,True,False,AEJuuSGm_5gkGoS_L-LWhivklEt-ENTme3bE3aWVfnK4OL3CHAMUzxQb,7
GRANDMASTER,oq0iuErpf_MaVB3aRX8sqx_Z1AIEGw3EjrYwFRL8kARIHmI7ZM_KN8bk0Q,Xiaohaithresh,312,133,93,False,False,True,False,Oe0QKtgV6kFqk6TDtL_on_ULuvUgGvprXYD9S6tn_fZH5X6rLnI80EPB,6
GRANDMASTER,IcyybQKd9aV0hgsqC4eXNqbcjHMwqHqOyQfDTAn4fGJ6hlA,Semo Fan,369,577,546,True,False,False,False,WBS4dKoa0UgwWs9Y1iNaoJBjAEo5g8DrGN-NF3mPOQL_j2WMv3PSNvIe,10
GRANDMASTER,VVJzWyTlo3tjdaqtILXhAaTppHviNUrd4so3DaBuHFih1A,DaHuNGoD,307,213,190,False,False,False,False,NCgocalDYTXwdOjGP6Q0IiS3TxuyQtVVxAXq3zNRsyWz,5
GRANDMASTER,UizG8udCh2RlgRE-XFeBjcz7QX0gsW9RmPdWruihh35OE-quCyXyrFvSGw,Xhovv,277,287,258,True,False,False,False,RSYE82INZ9LweNpHUgMhn_oFE9Ro_yST9r8-B2C_JP3oz-YrgahorA3Z,9
GRANDMASTER,eMc4yt8Ep92Phm3QWtSaT9iKb7re-iSTImrBVCg2x1mhu28,특수교육 전공,271,160,145,True,False,False,False,iOd7jqCcsqV-8E35OJg2bMTF-YlCIpSBp8qDy7FLJJf4Mmc,5
